OBJECTID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_Acres_AutoCalc,poly_GlobalID,poly_Source,irwin_ABCDMisc,irwin_ADSPermissionState,irwin_CalculatedAcres,irwin_ContainmentDateTime,irwin_ControlDateTime,irwin_DailyAcres,irwin_DiscoveryAcres,irwin_DispatchCenterID,irwin_EstimatedCostToDate,irwin_FFReportApprovedByTitle,irwin_FFReportApprovedByUnit,irwin_FFReportApprovedDate,irwin_FireBehaviorGeneral,irwin_FireBehaviorGeneral1,irwin_FireBehaviorGeneral2,irwin_FireBehaviorGeneral3,irwin_FireCause,irwin_FireCauseGeneral,irwin_FireCauseSpecific,irwin_FireCode,irwin_FireDepartmentID,irwin_FireDiscoveryDateTime,irwin_FireMgmtComplexity,irwin_FireOutDateTime,irwin_FSConfinePercent,irwin_FSFullSuppPercent,irwin_FSMonitorPercent,irwin_FSPointZonePercent,irwin_FSJobCode,irwin_FSOverrideCode,irwin_GACC,irwin_ICS209ReportDateTime,irwin_ICS209RForTimePeriodFrom,irwin_ICS209RForTimePeriodTo,irwin_ICS209ReportStatus,irwin_IncidentManagementOrg,irwin_IncidentName,irwin_IncidentShortDescription,irwin_IncidentTypeCategory,irwin_IncidentTypeKind,irwin_InitialLatitude,irwin_InitialLongitude,irwin_InitialResponseAcres,irwin_InitialResponseDateTime,irwin_IrwinID,irwin_IsFireCauseInvestigated,irwin_IsFireCodeRequested,irwin_IsFSAssisted,irwin_IsMultiJurisdictional,irwin_IsReimbursable,irwin_IsTrespass,irwin_IsUnifiedCommand,irwin_LocalIncidentIdentifier,irwin_PercentContained,irwin_PercentPerToBeContained,irwin_POOCity,irwin_POOCounty,irwin_POODispatchCenterID,irwin_POOFips,irwin_POOJurisdictionalAgency,irwin_POOJurisdictionalUnit,irwin_POOJurisdUnitParentUnit,irwin_POOLandownerCategory,irwin_POOLandownerKind,irwin_POOLegalDescPrinMeridian,irwin_POOLegalDescQtr,irwin_POOLegalDescQtrQtr,irwin_POOLegalDescRange,irwin_POOLegalDescSection,irwin_POOLegalDescTownship,irwin_POOPredServiceAreaID,irwin_POOProtectingAgency,irwin_POOProtectingUnit,irwin_POOState,irwin_PredominantFuelGroup,irwin_PredominantFuelModel,irwin_PrimaryFuelModel,irwin_SecondaryFuelModel,irwin_TotalIncidentPersonnel,irwin_UniqueFireIdentifier,irwin_WFDSSDecisionStatus,irwin_CreatedBySystem,irwin_ModifiedBySystem,irwin_IsDispatchComplete,irwin_OrganizationalAssessment,irwin_StratDecisionPublishDate,irwin_GlobalID,irwin_Source,irwin_ArchivedOn,irwin_ModifiedOnDateTime_dt,irwin_CreatedOnDateTime_dt,GlobalID,irwin_IsCpxChild,irwin_CpxName,irwin_CpxID,SHAPE_Length,SHAPE_Area
16961,Telaquana River,Wildfire Daily Fire Perimeter,Image Interpretation,7791.1922319442,2022/06/07 07:19:02+00,2022/07/15 02:16:10+00,2022/06/12 21:25:00+00,7791.16008930379,{EED0EB0D-87B6-4A15-B8DB-10820FD49254},2022 NIFS,,DEFAULT,7791.2438,,,7791,2500,AKMSSC,2500,,,,Minimal,,Running,Flanking,Natural,,,PP5R,,2022/06/07 06:38:08+00,Type 5 Incident,,0,0,100,0,,,AICC,2022/06/12 03:00:00+00,2022/06/10 18:59:59+00,2022/06/12 03:00:00+00,F,Type 5 IC,Telaquana River,117 miles NW of Soldotna,WF,FI,61.018417,-154.344333,,,{69411537-332C-438A-96B8-05FA7FC4DFAF},,0,1,,1,,0,204216,0,0,,Bethel,AKMSSC,02050,DNR,AKDNS,,State,Other,,,,,,,AK09,DVF,AKSWS,US-AK,,,Timber (Grass and Understory),,,2022-AKSWS-204216,Approved Decision,ifm,ics209,0,Type 4 Incident,2022/06/10 01:32:44+00,,IRWIN,,2022/07/22 00:49:40+00,2022/06/07 07:18:47+00,{CFB90BC0-6918-4C9A-8E90-53C4D425534D},1,Lime Complex,{7BB043EA-024C-4B0D-B357-C0A7C90B87E5},0.751197458212701,-0.00523143459976866
16962,Hook Creek,Wildfire Daily Fire Perimeter,Digitized-Image,4275.42022141849,2022/06/06 00:37:02+00,2022/07/15 02:16:10+00,2022/06/24 20:58:59+00,4275.40253580364,{207C47C1-9ECF-4EE4-B05C-1F7F5568AD57},2022 NIFS,,DEFAULT,4275.4364,,,4275,10,AKMSSC,960,,,,Minimal,,Creeping,,Natural,,,,,2022/06/06 00:02:53+00,Type 5 Incident,,0,0,100,0,,,AICC,2022/06/15 20:00:00+00,2022/06/10 17:45:00+00,2022/06/15 20:00:00+00,F,Type 5 IC,Hook Creek,134 miles S of McGrath,WF,FI,60.993733,-156.16065,,,{FD111183-D9FE-4C11-87E0-06689886F08C},,0,,,0,,0,204188,0,0,,Bethel,AKMSSC,02050,DNR,AKDNS,,State,Other,,,,,,,AK09,DVF,AKSWS,US-AK,,,Brush (2 feet),Timber (Litter and Understory),,2022-AKSWS-204188,No Decision,ifm,ics209,0,,,,IRWIN,,2022/07/22 00:49:11+00,2022/06/06 00:36:46+00,{2805E810-20D8-4BF3-8E19-057BC5948593},1,Lime Complex,{7BB043EA-024C-4B0D-B357-C0A7C90B87E5},0.680610470785881,-0.0028669555422441
16974,Stony River,Wildfire Daily Fire Perimeter,Digitized-Image,40419.1807439231,2022/06/06 06:04:02+00,2022/07/15 02:16:10+00,2022/07/09 17:09:03+00,40419.0123809392,{FC41AF55-7738-4B3B-9AF3-6557A701ADD3},2022 NIFS,,DEFAULT,38085.8466,,,40419,2,AKMSSC,960,,,,Minimal,,,,Natural,,,,,2022/06/06 05:32:05+00,Type 5 Incident,,0,0,100,0,,,AICC,2022/06/16 00:59:59+00,2022/06/12 06:00:00+00,2022/06/16 00:59:59+00,F,Type 5 IC,Stony River,17 miles NW from Lime Village,WF,FI,61.579617,-156.0121,,,{64311245-3CB9-4CE0-8C8C-FEFC11FF1409},,0,,,0,,0,204198,0,0,,Bethel,AKMSSC,02050,BLM,AKADD,,BLM,Federal,,,,,,,AK09,DVF,AKSWS,US-AK,,,Timber (Litter and Understory),,,2022-AKSWS-204198,No Decision,ifm,ics209,0,,,,IRWIN,,2022/07/22 00:49:17+00,2022/06/06 06:03:47+00,{4EE44C67-F652-4A0A-B66C-C700255F98D5},1,Lime Complex,{7BB043EA-024C-4B0D-B357-C0A7C90B87E5},2.39233565292625,-0.0276360977206699
16977,Aghaluk Mountain,Wildfire Daily Fire Perimeter,IR Image Interpretation,115029.909951932,2022/06/07 01:56:02+00,2022/07/15 02:16:10+00,2022/07/09 21:00:00+00,115029.432945355,{C5E26E2E-4DEA-437C-953B-64BD1C38B320},2022 NIFS,,DEFAULT,115030.1905,,,115030,2000,AKMSSC,12555070,,,,Minimal,,Smoldering,Group Torching,Natural,,,PP6W,,2022/06/06 20:22:30+00,Type 4 Incident,,0,0,75,25,,,AICC,2022/06/15 04:44:59+00,2022/06/14 05:00:00+00,2022/06/15 04:44:59+00,F,Type 4 IC,Aghaluk Mountain,51 miles E of Aniak,WF,FI,61.570283,-158.0063,,,{B9A55400-E301-4DE5-90E1-FA17A5892650},,0,1,,1,,0,204206,0,0,,Bethel,AKMSSC,02050,DNR,AKDNS,,State,Other,,,,,,,AK09,DVF,AKSWS,US-AK,,,Short Grass (1 foot),Timber (Grass and Understory),47,2022-AKSWS-204206,Approved Decision,ifm,ics209,0,Type 2 Incident,2022/07/01 00:37:10+00,,IRWIN,,2022/07/22 00:49:29+00,2022/06/07 01:55:47+00,{32F01F3A-CD74-4771-B95D-F9AA01949025},1,Lime Complex,{7BB043EA-024C-4B0D-B357-C0A7C90B87E5},4.32761367166719,-0.078572414469928
16978,Gagaryah River,Wildfire Daily Fire Perimeter,Digitized-Image,38910.0998994392,2022/06/06 05:40:02+00,2022/07/15 02:16:10+00,2022/07/09 17:09:03+00,38909.8950181339,{F4B10680-0E3B-45D0-872E-120B202CD6A7},2022 NIFS,,DEFAULT,39166.6373,,,38910,3,AKMSSC,1920,,,,Minimal,,Creeping,,Natural,,,,,2022/06/06 05:29:48+00,Type 5 Incident,,0,0,100,0,,,AICC,2022/06/16 00:00:00+00,2022/06/12 06:00:00+00,2022/06/16 00:00:00+00,F,Type 5 IC,Gagaryah River,16 miles NW of Lime Village,WF,FI,61.575867,-155.85,,,{CB9F2BCB-3F35-4C9C-BF42-0A83129104EC},,0,,,0,,0,204197,0,0,,Bethel,AKMSSC,02050,BLM,AKADD,,BLM,Federal,,,,,,,AK09,DVF,AKSWS,US-AK,,,Timber (Litter and Understory),,,2022-AKSWS-204197,No Decision,ifm,ics209,0,,,,IRWIN,,2022/07/22 00:49:15+00,2022/06/06 05:39:47+00,{C9F71E39-02FE-4DC1-A66F-B5618F50DFA9},1,Lime Complex,{7BB043EA-024C-4B0D-B357-C0A7C90B87E5},2.27016985008333,-0.026598751731102
16980,Pauls Creek,Wildfire Daily Fire Perimeter,Image Interpretation,17948.0458685284,2022/06/13 07:34:19+00,2022/06/30 06:58:07+00,2022/06/29 21:59:59+00,17947.9701383081,{6C5AAC10-6867-469C-BFE1-3BB52A6C821F},2022 NIFS,,DEFAULT,,,,17948,5,AKMSSC,4666,,,,Minimal,,,,Undetermined,,,PP7Y,,2022/06/07 18:35:52+00,Type 5 Incident,,0,0,100,0,,,AICC,2022/07/22 03:00:00+00,2022/07/15 03:00:00+00,2022/07/22 03:00:00+00,U,Type 5 IC,Pauls Creek,58 miles NE of Egeglik,WF,FI,58.909583,-156.34505,,,{7A9D56D9-E531-466B-9708-CC3132B3E455},,0,1,,1,,0,204219,0,0,,Lake and Peninsula,AKMSSC,02164,DNR,AKDNS,,State,Other,,,,,,,AK10,DVF,AKSWS,US-AK,,,Timber (Litter and Understory),Tall Grass (2.5 feet),,2022-AKSWS-204219,Approved Decision,ifm,ifm,0,Type 5 Incident,2022/06/21 17:12:17+00,,IRWIN,,2022/07/23 00:15:17+00,2022/06/07 18:38:47+00,{77508DCB-2DEE-4174-9385-DFB24BFA13E3},0,,,0.812785136253408,-0.0113251379322013
16981,Swift River,Wildfire Daily Fire Perimeter,IR Image Interpretation,85073.1927079551,2022/07/01 14:54:21+00,2022/07/15 02:16:10+00,2022/07/02 17:09:03+00,85072.8412008939,{371DAA8E-ED93-403E-85F0-4D6DC3FE7893},2022 NIFS,,DEFAULT,85072.8389,,,85073,1000,AKMSSC,0,,,,Minimal,,Spotting,,Natural,,,PP04,,2022/06/08 07:22:11+00,Type 5 Incident,,0,0,100,0,,,AICC,2022/06/15 23:29:59+00,2022/06/12 18:00:00+00,2022/06/15 23:29:59+00,F,Type 5 IC,Swift River,13 miles NW of Lime Village,WF,FI,61.458883,-154.964617,,,{143F43AC-EB48-4622-B65A-FE65F692DBDC},,0,1,,1,,0,204228,75,0,,Bethel,AKMSSC,02050,BLM,AKADD,,BLM,Federal,,,,,,,AK09,DVF,AKSWS,US-AK,,,Timber (Grass and Understory),,,2022-AKSWS-204228,Approved Decision,ifm,ics209,0,Type 4 Incident,2022/06/13 20:07:15+00,,IRWIN,,2022/07/22 00:49:21+00,2022/06/08 07:36:47+00,{F46230C4-0D86-49C3-8156-44E6DE8002AC},1,Lime Complex,{7BB043EA-024C-4B0D-B357-C0A7C90B87E5},4.50080191113151,-0.0579922543653984
16982,Pike Creek,Wildfire Daily Fire Perimeter,Digitized-Image,88108.1955105038,2022/06/08 18:24:39+00,2022/07/15 02:16:10+00,2022/07/10 15:24:32+00,88107.8303511906,{EA71C76A-8123-40EF-8912-0B4CBC9424AB},2022 NIFS,,DEFAULT,82875.0953,,,88108,3000,AKMSSC,4632,,,,Minimal,,Torching,Flanking,Natural,,,PP7Z,,2022/06/09 01:46:51+00,Type 4 Incident,,0,0,90,10,,,AICC,2022/06/15 00:59:59+00,2022/06/14 05:00:00+00,2022/06/15 00:59:59+00,F,Type 4 IC,Pike Creek,38 miles N of Igiugig,WF,FI,59.878367,-156.25095,,,{870654DD-42A7-4725-A86F-1B9F970F0389},,0,1,,1,,0,204239,88,0,,Dillingham,AKMSSC,02070,DNR,AKDNS,,State,Other,,,,,,,AK10,DVF,AKSWS,US-AK,,,Timber (Litter and Understory),Brush (2 feet),8,2022-AKSWS-204239,No Decision,ifm,ics209,0,,,,IRWIN,,2022/07/22 00:49:34+00,2022/06/09 02:10:05+00,{6A05B0E0-40D5-4F3F-A58B-FF68E5E8376A},1,Lime Complex,{7BB043EA-024C-4B0D-B357-C0A7C90B87E5},2.59347135192198,-0.0572192396595563
16983,Koktuli River,Wildfire Daily Fire Perimeter,Digitized-Image,205862.32949006,2022/06/08 18:28:52+00,2022/07/15 02:16:10+00,2022/07/10 17:01:32+00,205861.478982023,{4091D29A-A735-4372-B9A6-D64468D9F5B7},2022 NIFS,,DEFAULT,188237.0162,,,205862,3000,AKMSSC,0,,,,Minimal,,Smoldering,,Natural,,,PRF8,,2022/06/09 02:13:20+00,Type 5 Incident,,0,0,100,0,,,AICC,2022/06/15 06:00:00+00,2022/06/12 06:00:00+00,2022/06/15 06:00:00+00,F,Type 5 IC,Koktuli River,36 miles N of Igiugig,WF,FI,59.894967,-156.091467,,,{EB7441EB-656D-4E68-AAD0-A5636DCD2876},,0,1,,1,,0,204240,56,0,,Dillingham,AKMSSC,02070,DNR,AKDNS,,State,Other,,,,,,,AK10,DVF,AKSWS,US-AK,,,Hardwood Litter,,,2022-AKSWS-204240,No Decision,ifm,ics209,0,,,,IRWIN,,2022/07/22 00:49:09+00,2022/06/09 02:18:05+00,{58C9DBFC-1B38-4181-8648-D036E7F67A82},1,Lime Complex,{7BB043EA-024C-4B0D-B357-C0A7C90B87E5},4.45482221008198,-0.133961434357267
16984,Upper Talarik,Wildfire Daily Fire Perimeter,Digitized-Image,9132.63210181095,2022/06/09 06:22:56+00,2022/07/15 02:16:10+00,2022/07/10 21:01:32+00,9132.59438566753,{A561326A-9D75-4C63-ADE5-6CB255F5A639},2022 NIFS,,DEFAULT,7985.669,,,9133,0.1,AKMSSC,465525,,,,Minimal,,,,Natural,,,,,2022/06/07 00:49:14+00,Type 5 Incident,,0,0,100,0,,,AICC,2022/06/16 02:29:59+00,2022/06/14 05:00:00+00,2022/06/16 02:29:59+00,F,Type 5 IC,Upper Talarik,47.5 miles NE of Igiugig,WF,FI,59.946667,-155.27,,,{13627A83-D448-4828-90B3-8801F5727E43},,0,,,0,,0,204205,0,0,,Lake and Peninsula,AKMSSC,02164,DNR,AKDNS,,State,Other,,,,,,,AK10,DVF,AKSWS,US-AK,,,Brush (2 feet),,,2022-AKSWS-204205,No Decision,ifm,ics209,0,,,,IRWIN,,2022/07/22 00:49:42+00,2022/06/07 07:33:47+00,{7F0A5D29-F77D-4500-979C-C286B03B38B7},1,Lime Complex,{7BB043EA-024C-4B0D-B357-C0A7C90B87E5},0.936549882440209,-0.00593171638479677
16993,Sawpit Creek,Wildfire Daily Fire Perimeter,Digitized-Image,26243.1504400659,2022/06/08 22:10:17+00,2022/07/01 05:22:16+00,2022/06/20 23:58:59+00,26243.0402120102,{50920A4B-0DC7-45BD-8288-AD94F26ED58C},2022 NIFS,,DEFAULT,26243.3078,,,26243,150,AKMSSC,61291,,,,Minimal,,Backing,,Undetermined,,,PRE1,,2022/06/08 07:42:23+00,Type 5 Incident,,0,0,100,0,,,AICC,2022/07/22 03:00:00+00,2022/07/15 03:00:00+00,2022/07/22 03:00:00+00,U,Type 5 IC,Sawpit Creek,25 miles S of Aniak,WF,FI,61.227583,-159.342883,,,{8881B2F6-63E2-4AD4-A768-4B0845FAB599},,0,1,,1,,0,204234,0,0,,Bethel,AKMSSC,02050,DNR,AKDNS,,State,Other,,,,,,,AK09,DVF,AKSWS,US-AK,,,Timber (Litter and Understory),,3,2022-AKSWS-204234,Approved Decision,ifm,ics209,0,Type 4 Incident,2022/06/14 17:24:30+00,,IRWIN,,2022/07/22 03:20:47+00,2022/06/08 22:10:05+00,{F7A7B2AF-A292-40E3-BAB4-D62CAB88A788},0,,,2.36317823794352,-0.0177192167086986
17022,Door Mountain,Wildfire Daily Fire Perimeter,Image Interpretation,114294.386055959,2022/06/11 06:01:45+00,2022/07/15 02:16:10+00,2022/07/11 19:53:54+00,114293.907659896,{FB92F47F-7A1D-4479-836B-3071E46D54B4},2022 NIFS,,DEFAULT,104838.8399,,,114294,250,AKMSSC,500,,,,Minimal,,Backing,,Natural,,,,,2022/06/09 06:09:14+00,Type 5 Incident,,0,0,100,0,,,AICC,2022/06/15 20:00:00+00,2022/06/10 06:45:00+00,2022/06/15 20:00:00+00,F,Type 5 IC,Door Mountain,126 miles south of McGrath,WF,FI,61.16255,-156.086367,,,{E6460557-E67F-4D9C-AB89-BA402DAC830B},,0,,,0,,0,204244,43,0,,Bethel,AKMSSC,02050,DNR,AKDNS,,State,Other,,,,,,,AK09,DVF,AKSWS,US-AK,,,Timber (Litter and Understory),Brush (2 feet),,2022-AKSWS-204244,No Decision,ifm,ics209,0,,,,IRWIN,,2022/07/22 00:49:19+00,2022/06/09 06:31:05+00,{B0C83F2A-C671-4351-AF82-EE2E18A4140E},1,Lime Complex,{7BB043EA-024C-4B0D-B357-C0A7C90B87E5},4.09418731999903,-0.0773352438353687
17023,Dummy Creek,Wildfire Daily Fire Perimeter,Digitized-Image,178.650401530679,2022/06/09 07:02:20+00,2022/07/15 02:16:10+00,2022/06/12 23:58:59+00,178.649663663528,{C9176B3F-21A4-493C-BEFF-044BB71A345C},2022 NIFS,,DEFAULT,178.6682,,,179,300,AKMSSC,0,,,,Minimal,,Smoldering,Backing,Natural,,,,,2022/06/09 06:57:02+00,Type 5 Incident,,0,0,100,0,,,AICC,2022/06/15 23:00:00+00,2022/06/11 18:45:00+00,2022/06/15 23:00:00+00,F,Type 5 IC,Dummy Creek,82 miles NE of Igiugig,WF,FI,60.484967,-155.22495,,,{66972938-BFDD-4BB6-91CF-1BA48B162CDB},,0,,,0,,0,204247,0,0,,Lake and Peninsula,AKMSSC,02164,DNR,AKDNS,,State,Other,,,,,,,AK10,DVF,AKSWS,US-AK,,,Timber (Litter and Understory),Brush (2 feet),,2022-AKSWS-204247,No Decision,ifm,ics209,0,,,,IRWIN,,2022/07/22 00:49:23+00,2022/06/09 07:02:05+00,{252E2CD1-9D9F-4905-95C0-674F0AE755FF},1,Lime Complex,{7BB043EA-024C-4B0D-B357-C0A7C90B87E5},0.0871119222008137,-0.000118018319117795
17025,Submarine Creek,Wildfire Daily Fire Perimeter,Digitized-Image,35938.6556784411,2022/07/15 21:31:01+00,2022/07/15 21:33:24+00,2022/07/14 21:59:59+00,35938.5071372186,{8DE76666-0655-4F8B-8390-A0E937589361},2022 NIFS,,DEFAULT,34711.8601,,,35939,6,AKMSSC,183696,,,,Minimal,,Creeping,Torching,Natural,,,PP9N,,2022/06/07 21:01:41+00,Type 5 Incident,,0,0,0,100,,,AICC,2022/07/22 03:00:00+00,2022/07/15 03:00:00+00,2022/07/22 03:00:00+00,U,Type 5 IC,Submarine Creek,45 miles W of Telida,WF,FI,63.2934,-154.733733,,,{A8662A5F-772D-46F7-B8E0-DE0FCDBFA103},,0,1,,1,,0,204220,0,0,,Yukon-Koyukuk,AKMSSC,02290,DNR,AKDNS,,State,Other,,,,,,,AK09,DVF,AKSWS,US-AK,,,Timber (Litter and Understory),Tall Grass (2.5 feet),6,2022-AKSWS-204220,Approved Decision,ifm,ics209,0,Type 3 Incident,2022/06/16 19:30:21+00,,IRWIN,,2022/07/22 03:18:51+00,2022/06/07 21:14:47+00,{B4878B91-6D04-4CCD-9A86-A2C7287214C7},0,,,2.74333806821739,-0.0259707726214987
17032,Kiknik,Wildfire Daily Fire Perimeter,Digitized-Image,45734.0202700243,2022/06/13 07:59:27+00,2022/07/15 02:16:10+00,2022/06/22 21:00:00+00,45733.8308809314,{0A0EBB1E-1241-4210-9CF5-3909FC91BE40},2022 NIFS,,DEFAULT,45733.9062,,,45734,1200,AKMSSC,3033,,,,Minimal,,Backing,Smoldering,Natural,,,,,2022/06/09 06:40:07+00,Type 5 Incident,,0,0,100,0,,,AICC,2022/06/15 20:00:00+00,2022/06/11 05:45:00+00,2022/06/15 20:00:00+00,F,Type 5 IC,Kiknik,91 miles SE if Aniak,WF,FI,60.891533,-157.217917,,,{B69958A2-D035-455A-951D-AC1488255188},,0,,,0,,0,204245,0,0,,Dillingham,AKMSSC,02070,DNR,AKDNS,,State,Other,,,,,,,AK09,DVF,AKSWS,US-AK,,,Timber (Litter and Understory),Brush (2 feet),,2022-AKSWS-204245,No Decision,ifm,ics209,0,,,,IRWIN,,2022/07/22 00:49:26+00,2022/06/09 07:22:05+00,{D20E3D73-386B-47ED-B042-DAE01F0EB856},1,Lime Complex,{7BB043EA-024C-4B0D-B357-C0A7C90B87E5},2.51672610727415,-0.0304990616323878
17038,Snohomish,Wildfire Daily Fire Perimeter,Image Interpretation,38842.5232059167,2022/07/15 01:16:52+00,2022/07/19 17:08:23+00,2022/07/14 21:48:00+00,38842.363145102,{8FBD63F1-50C9-4097-866D-1A5F3554B587},2022 NIFS,,ICS209,37371.8351,,,38843,0.5,AKYTDC,1400000,,,,Moderate,Backing,Creeping,,Natural,,,PP0S,,2022/06/08 00:32:00+00,Type 4 Incident,,0,0,0,100,PD,1522,AICC,2022/07/07 00:59:59+00,2022/07/06 02:00:00+00,2022/07/07 00:59:59+00,F,Type 4 IC,Snohomish,"15 miles southwest of Lake Minchumina, AK",WF,FI,63.79901,-152.8739,,,{C1A4EAA3-4450-4D04-B7BE-CB4D9DBB0D49},,0,1,0,0,0,0,000225,50,0,Lake Minchumina,Yukon-Koyukuk,AKYTDC,02290,DNR,AKAKS,,State,Other,,,,,,,AK03S,BLM,AKTAD,US-AK,,,Timber (Grass and Understory),Tall Grass (2.5 feet),41,2022-AKTAD-000225,No Decision,wildcad,ics209,0,Type 4 Incident,,,IRWIN,,2022/07/24 02:19:21+00,2022/06/08 00:51:14+00,{A25D33FF-BCA0-4E51-902B-D3E427D0C720},1,Paradise Complex,{64C0C4A7-ADA2-4997-AF9F-6CF2222E9C98},2.2934540150487,-0.0286707483368296
17049,Mumtrak Hill,Wildfire Daily Fire Perimeter,Image Interpretation,0.3,2022/06/02 16:27:09+00,2022/06/02 16:27:09+00,2022/06/01 23:00:00+00,0.268790564383236,{2FBC9F42-03C0-4557-BCFF-4863D452C4FC},2022 NIFS,,DEFAULT,,,,0.3,0.1,AKMSSC,,,,,Minimal,,,,Undetermined,,,,,2022/06/02 01:12:36+00,,,,,,,,,AICC,,,,,,Mumtrak Hill,,WF,FI,59.11985,-161.567483,,,{25977ABD-FB23-46B8-9AAA-2C98C3FE6B31},,0,,,0,,,204166,,,,Bethel,AKMSSC,02050,,AKVLN,,ANCSA,Private,,,,,,,AK10,DVF,AKSWS,US-AK,,,Brush (2 feet),,,2022-AKSWS-204166,No Decision,ifm,ifm,0,,,,IRWIN,,2022/07/23 00:09:15+00,2022/06/02 01:27:18+00,{7F98D417-583A-41FE-B098-EF8D84A4ECDE},0,,,0.00175175725044813,-1.70513956703366e-07
17052,Apoon Pass,Wildfire Daily Fire Perimeter,Remote Sensing Derived,89909.9,2022/06/10 01:46:20+00,2022/07/10 17:02:26+00,2022/07/09 21:46:59+00,89909.5381891934,{886148E7-A839-4D82-B813-4B9B52D8B8AA},2022 NIFS,,DEFAULT,72498.1091,,,89909.9,1,AKGADC,0,,,,Minimal,Backing,Flanking,Creeping,Undetermined,,,PP37,,2022/06/10 01:17:00+00,Type 3 Incident,,0,0,0,100,PN,1522,AICC,2022/07/01 00:45:00+00,2022/06/30 05:15:00+00,2022/07/01 00:45:00+00,F,Type 4 IC,Apoon Pass,"24 miles north of Mountain Village, AK.",WF,FI,62.58941,-163.4661,,,{9AB36BC7-34CE-4C48-8C01-C5BF7E26DDC5},,0,1,0,0,0,0,000256,0,0,,Kusilvak,AKGADC,02158,FWS,AKYDR,,USFWS,Federal,,,,,,,AK08,BLM,AKGAD,US-AK,,,Short Grass (1 foot),Brush (2 feet),,2022-AKGAD-000256,Approved Decision,wildcad,wildcad,0,Type 2 Incident,2022/06/15 22:56:49+00,,IRWIN,,2022/07/16 22:26:02+00,2022/06/10 01:46:08+00,{709644E0-CBD7-491D-9B19-8AC949FF1B4D},0,,,2.55985128271824,-0.0633765206311721
17056,Titnuk Creek,Wildfire Daily Fire Perimeter,Digitized-Image,53290.8948755532,2022/06/13 08:05:05+00,2022/07/15 02:16:10+00,2022/06/22 20:00:00+00,53290.6741930642,{A1BF10C7-490B-4FF4-B8B6-59F82FA8C07E},2022 NIFS,,DEFAULT,53290.8689,,,53291,2200,AKMSSC,0,,,,Active,,Backing,Single Tree Torching,Natural,,,,,2022/06/09 06:29:36+00,Type 5 Incident,,0,0,100,0,,,AICC,2022/06/15 20:00:00+00,2022/06/11 05:15:00+00,2022/06/15 20:00:00+00,F,Type 5 IC,Titnuk Creek,100 miles SE of Aniak,WF,FI,60.79988,-157.015292,,,{5F4E5119-BFD5-470B-819E-B6F80AAE8D2E},,0,,,0,,0,204246,0,0,,Dillingham,AKMSSC,02070,DNR,AKDNS,,State,Other,,,,,,,AK09,DVF,AKSWS,US-AK,,,Timber (Litter and Understory),Brush (2 feet),,2022-AKSWS-204246,No Decision,ifm,ics209,0,,,,IRWIN,,2022/07/22 00:49:27+00,2022/06/09 07:24:05+00,{15D4F793-6DF9-481D-8034-1C7216262769},1,Lime Complex,{7BB043EA-024C-4B0D-B357-C0A7C90B87E5},2.67839010955472,-0.0355223592907279
17057,Iowithla River,Wildfire Daily Fire Perimeter,Digitized-Image,42879.9111036543,2022/06/09 06:00:50+00,2022/07/01 05:37:20+00,2022/06/30 21:59:59+00,42879.7333308443,{3FED4CC0-0880-4259-9CDB-492E49F691A0},2022 NIFS,,DEFAULT,42879.7771,,,42880,1200,AKMSSC,198923,,,,Minimal,,Creeping,Smoldering,Natural,,,,,2022/06/09 00:22:08+00,Type 5 Incident,,0,0,100,0,,,AICC,2022/07/22 03:00:00+00,2022/07/15 03:00:00+00,2022/07/22 03:00:00+00,U,Type 5 IC,Iowithla River,14 miles NE of Dillingham,WF,FI,59.205833,-158.09375,,,{FE69C94B-C0CF-492B-9663-D89AB314AAD1},,0,,,0,,0,204237,0,0,,Dillingham,AKMSSC,02070,DNR,AKDNS,,State,Other,,,,,,,AK10,DVF,AKSWS,US-AK,,,Timber (Litter and Understory),Brush (2 feet),,2022-AKSWS-204237,Approved Decision,ifm,ics209,0,Type 4 Incident,2022/06/21 17:19:26+00,,IRWIN,,2022/07/22 03:22:54+00,2022/06/09 06:00:05+00,{0DE566E6-6597-4F96-8D90-EE77D9C61C9E},0,,,1.3232492121355,-0.0272431351420469
